raw_text,aspectTerms,aspectCategories
The screen is bright and the keyboard is nice.,"[{'term': 'screen', 'polarity': 'positive'}, {'term': 'keyboard', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The screen is huge and colorful, but no LED backlighting.","[{'term': 'screen', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The screen on this computer is the best I've seen in a long time, the battery life is very long and very convenient.","[{'term': 'display', 'polarity': 'positive'}, {'term': 'battery life', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The second issue I had with it occurred a month later, and it kept overheating, even if on for less than an hour!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The service I received from Toshiba exceeded all expectations.,"[{'term': 'service', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The size is perfect and I do not recommend anything bigger except for anyone who can exceed the limited space it gives you.,"[{'term': 'size', 'polarity': 'positive'}, {'term': 'space', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The speed difference is next to NOTHING for a Mac, and the hard drive can be manually upgraded, or you could just buy a $60 500GB external hard drive.","[{'term': 'speed', 'polarity': 'negative'}, {'term': 'hard drive', 'polarity': 'neutral'}, {'term': '500gb external hard drive', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The speed is amazing, and I am extremely pleased.","[{'term': 'speed', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The store honored their warranty and made the comment that they don't even recommend the HP brand because of the problems with their warranties.,"[{'term': 'warrenty', 'polarity': 'positive'}, {'term': 'warrentys', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The system it comes with does not work properly, so when attempting to resolve the issues with it, it started not working at all.","[{'term': 'system', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The tech guy then informed me that the service center does not offer 1-to-1 exchange, and I must address my concerns to the ""sales"" team, which is the retail shop where I purchased my netbook.","[{'term': 'service center', 'polarity': 'negative'}, {'term': '""sales"" team', 'polarity': 'negative'}, {'term': 'tech guy', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The tech store I purchased this from sent it back, eventually I got a new or repaired machine approximately 3 weeks later.","[{'term': 'tech store', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The touchpad constantly moves around and clicks on things I don't want it to.,"[{'term': 'mouse', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The touchpad is a major nuisance!,"[{'term': 'mousepad', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The two of us use it regularly.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"The value is very high, because when you buy it, you know the first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple decides to change model, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","[{'term': 'value', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'value', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The video chat is the only thing that is iffy about it but im sure once they update the next version on the macbook book the quality of it will be better.,"[{'term': 'video chat', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'conflict'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
The wireless card is of low quality.,"[{'term': 'wireless card', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.","[{'term': 'DC jack', 'polarity': 'neutral'}, {'term': 'DC jack', 'polarity': 'neutral'}, {'term': 'power brick', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Then after 4 or so months the charger stopped working so I was required to go out and buy new hardware just to keep this computer running.,"[{'term': 'charger', 'polarity': 'negative'}, {'term': 'hardware', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
There also seemed to be an issue with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,"[{'term': 'hard disc', 'polarity': 'negative'}, {'term': 'windows', 'polarity': 'negative'}, {'term': 'drivers', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"There is a blank lighted screen when I start, and that is all.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"There is a small red circle next to it with an x in the middle, and when I click on it, it says: ""Consider replacing your battery"" and it does not hold a full charge.","[{'term': 'battery', 'polarity': 'neutral'}, {'term': 'charge', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"There's always something wrong with it, whether it be some virus you can't track down, or it overheats, sometimes even catches on fire, you just can't use it.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
There's literally no way to make it sing with Vista.,"[{'term': 'Vista', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
They claim the call center is still down.,"[{'term': 'call center', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
They removed them and returned the computer to me.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
They sent it off and within 2 weeks I had it back good as new.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
They were able to set up with laptops themselves within a few minutes.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"They're not safe, they're not durable, they're just worthless.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This computer is a little more expensive than any pc but it will last you longer and it worth every penny.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"This computer is good for 10 days, then it sucks for the rest of your life.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This is a review of Windows Vista system.,"[{'term': 'windows vista system', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This is another reason to love the Mac.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This is my first computer purchase.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"This is my second MacBook Pro, and it's better than ever.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This is what I call a good after-sales service.,"[{'term': 'after sales service', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This is why I bought my MacBook at Best Buy.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.","[{'term': 'USB output', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"This laptop exceeds all expectations, and Windows 7 is excellent!","[{'term': 'Windows 7', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This laptop is great for work and doing my pictures.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This laptop just isn't worth it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This laptop looked brand new and was delivered very quickly.,"[{'term': 'shipped', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"This laptop looks great on the surface: 17"" inch screen, good price-point, nice appearance, boots up quickly, runs fast etc.","[{'term': '17"" inch screen', 'polarity': 'positive'}, {'term': 'price-point', 'polarity': 'positive'}, {'term': 'appearance', 'polarity': 'positive'}, {'term': 'boots up', 'polarity': 'positive'}, {'term': 'runs', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This little netbook is helping me get work done!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,"[{'term': 'mother board', 'polarity': 'negative'}, {'term': 'hard drive', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"This time, the touchpad and right click key failed to work!","[{'term': 'mouse pad', 'polarity': 'negative'}, {'term': 'right click key', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Those moments in time when you want to throw something against the wall? Yeah, I wanted to throw that laptop out the window and light it on fire.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Those who are looking to buy a computer or laptop should steer clear of any that bear the Toshiba name.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Though the picture, video, and music software is nowhere close to professional grade software I'm used to (CS5) but does the job for beginners and even intermediate media designers.","[{'term': 'music software', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'positive'}, {'term': 'picture', 'polarity': 'negative'}, {'term': 'video', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worst IT support technicians in the world.","[{'term': 'IT support technicians', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Toshiba customer services will indirectly deal with your problems by constantly transferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.","[{'term': 'Toshiba customer services', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Toshiba has a good reputation, my last computer was an Acer.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Toshiba will not dispatch anyone unless you have paid extra for on-site repair.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Tried to make a recovery disk wouldn't get past the first recovery disk.,"[{'term': 'recovey disk', 'polarity': 'negative'}, {'term': 'recovery disk', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
Twice within one month.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Two years after buying this laptop, I am now the proud owner of a lemon.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"We didn't because it was already over $2,400!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
We found the best price at MacConnection.,"[{'term': 'price', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Well, I got this computer from Best Buy and I have had nothing but problems. I bought the computer with a virus....","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
What a waste of time it was to run a Defrag on the PC.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"When I am next to my router on my HP, I get full service, on my Eee PC, I get 3 bars.","[{'term': 'full service', 'polarity': 'conflict'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"When I called Sony, the Customer Service was Great.","[{'term': 'Customer Service', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"When I contact Dell regarding an unrelated issue, they inquire whether my laptop is running sluggishly and if I'd like to buy more memory for $75.","[{'term': 'memory', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"When I received it, I immediately noticed that it was quite heavy and bulky and not particularly attractive.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"When calling Dell for help, return, or a new computer they were not useful and left it up to myself to figure out what to do with it.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"When everything was finally set up with all my software installed, I connected my droid to recharge, and the system crashed.","[{'term': 'software', 'polarity': 'neutral'}, {'term': 'system', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"When it comes time for warranty service to Toshiba, you don't matter.","[{'term': 'warranty service to Toshiba', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"Whenever I attempted to power it on, it would restart as soon as the BIOS booted Windows (or Winblows, as I like to call it).","[{'term': 'BIOS', 'polarity': 'negative'}, {'term': 'Windows', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"While many people boast about Mac being ""intuitive"", it takes a little time to adjust to coming from a PC, but once I got used to it, I don't want to go back.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"While most people say that PCs hold functionality and value, and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.","[{'term': 'functionality', 'polarity': 'positive'}, {'term': 'value', 'polarity': 'positive'}, {'term': 'simplicity', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"While the computer appears to be set up in a logical manner rather than in tech jargon, there are certain quirks that can be frustrating to deal with the PC world.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
With a MAC computer I have more free time as I don't have to wait for Windows to boot up or shut down and all the viruses associated with Windows.,"[{'term': 'windows', 'polarity': 'negative'}, {'term': 'boot up', 'polarity': 'negative'}, {'term': 'shut down', 'polarity': 'negative'}, {'term': 'windows', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
With the macbook pro it comes with free security software to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,"[{'term': 'securitysoftware', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
With the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"[{'term': 'switch', 'polarity': 'negative'}, {'term': 'switch', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"With the upgraded memory, the MacBook Pro never has trouble running multiple applications at once!","[{'term': 'upgraded memory', 'polarity': 'positive'}, {'term': 'applications', 'polarity': 'neutral'}, {'term': 'running', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"With what I do know how to do, the computer works beautifully.","[{'term': 'works', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"With what I paid for this computer, it should have had everything on it.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
You can do it all on this bad boy but the main thing this netbook was designed for was surfing the web and boy o boy does it ever.,"[{'term': 'surfing the web', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
You will love this MacBook if you decide to buy it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
after trying to get some help he disconnected on me.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
and it's really affordable and you won't regret buying it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
and looks very sexy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,"[{'term': 'price', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
but other than that I would give this product a 4 in half stars.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
can't reinstall with standard OS CD because of proprietary hardware drivers.,"[{'term': 'standard os cd', 'polarity': 'negative'}, {'term': 'proprietary hardware drivers', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
even though I had the receipt in front of me proving it still had 2 months left on the warranty.,"[{'term': 'warranty', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
i'm returning mine.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
iPhoto is probably the best program I have ever worked with: easy and convenient.,"[{'term': 'iPhoto', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
pros: the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,"[{'term': 'battery life', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"the only problem is that I had to add 1 gb RAM, the computer was kinda slow.","[{'term': 'RAM', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
they had to replace the motherboard in April.,"[{'term': 'motherboard', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"you can find many laptops with the same performance and even better with a lower price, but you cannot find the look, easy, applications, and the experience on a mac.","[{'term': 'performance', 'polarity': 'neutral'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}, {'term': 'applications', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
"  The Hewitt Packard Pavilion dv6700 was my first laptop, before this I had a Dell desktop that I loved.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
